,Unnamed: 0,translated_text,fear,disgust,joy,sadness,surprise,anger,text
1757,1757,۸. یک چیز را باید به خاطر بسپاریم: بحران سیاسی با قدرت حل می‌شود، اما مسئله دین بسیار پیچیده‌تر و خطرناک‌تر است و نیازمند توجه ویژه است. بنابراین، باید بسیار مراقب باشیم و هوشیارانه عمل کنیم.,1,0,0,0,0,0,8እንትጋ፡፡አንድ ነገር ማስታወስ ይገባናል የፖለቲካ ቀውስ በኃይል ይፈታል የሐይማኖት ጉዳይ ግን መዘዙ ብዙና የከፋ ነውና ልዩ ትኩረትና ስለሚሻ በእጅጉ ልንጠቀቅና ልናስተውል ይገባል
1758,1758,به والدین هشدار داده شد که بر محتوای کرم‌های پوستی مورد استفاده کودکان نظارت کنند.,0,0,0,0,0,0,ልጆች በሚጠቀሟቸው የቆዳ ቅባቶች ይዘት ላይ ወላጆች ቁጥጥር እንዲያደርጉ ማሳሰቢያ ተሰጠ
1759,1759,این یک پیام بزرگ است و اگر برای کشورم باشد، این چیزی است که مرا خوشحال می‌کند.,0,0,1,0,0,0,ትልቅ መልዕክት ነው እኔም ለሀገሬ ቢሆን ደስ የሚለኝ ይሄው ነው
1760,1760,"به ابیچو برسید تا شکست خورده و پیروز شوند، مرگ مردم، آوارگی و رنج پایان یابد:  
1. از ایوبکرستیان و مؤمنان طلب بخشش کنند.  
2. با ویانه...",0,0,0,1,0,0,ይድረስ ለአቢቹ ተሸንፈው ያሸንፉ የህዝቦ ሞት ስደትና መከራ እንዲያበቃ ፦ 1 የኢኦቤክርሰቲያንን እና አማኞቻን ይቅርታ ይጠይቁ ። 2 ከወያኔ ጋ
1761,1761,و چرا می‌خواهید این را در تصویر بیان کنید؟,0,0,0,0,0,0,እና ለ ምንድንነው እዚጋ በ ስእል ለመግለፅ የፈለጉት?
1762,1762,چگونه می‌توانیم با خنده به مرگی که هر روز شاهد آن هستیم، پاسخ دهیم؟ چه تضمینی داریم و چرا نمی‌خندید؟,0,0,0,0,0,1,እንዴ ገብተንስ ቀልደኞች እዛ ያለውን ሞት በየቀኑ እየሰማን ብንታገትስ ምንድነው ዋስትናችን ምንድነው አትቀልዱ
1763,1763,جوزپ بورل در یک زمان گفت که آبی احمد دروغگو است و تعجب آور است که چگونه مردم اتیوپی او را برای 5 سال تحمل کردند.,0,0,0,0,1,0,Josep Borrell በአንድ ጊዜ ግንኙነት ዐቢይ ዓህመድ ውሸታም ነው ሲሉ የኢትዮጵያ ህዝብ እንዴት 5 ዓመት እንደወሰደበት የሚገርም ነው
1764,1764,اوف! فرشتگان، ناشی از کنار تو گریستم. حتی شوخی هم شد.,0,0,0,1,1,0,ኡፍ !መላዕክት ነሺ ካንቺ ጋር አለቀስኩ።እንኳን ፕራንክ ሆነ
1765,1765,ابیچو آبا بییا آبا ملا ییمیرا از باندها و زورگیران اگر خواسته شود، هیچ دانش مفیدی برای کشور وجود ندارد. نسلی که هدایت می‌کند مانند خانه‌ای خالی از گرد و غبار است. او نفرت و حسادت را در ذهنش پرورش داده و همیشه به دام افتاده است. اگر سرش رشد کند، چه چیزی انتظار دارد؟ دانش ناگهانی باقی می‌ماند و همیشه فریادی خالی از زورگیران و دزدان که اتیوپی را غارت می‌کنند، همیشه در تلاش هستند تا آن را ویران کنند. خداوند شاهد رنج مردم است.,0,1,1,0,0,0,አቢቹ አባ ቢያ አባ መላ ይምራ ከባንዳዎች እና ከዘረኞች መንደር ቢፈለግ አንድ የለም የሚጠቅም ለሀገር እውቀት አይገኝም ትውልድ የሚያቀና ልክ እንደ ባዶ ቤት አቧራ ነው ኦና ክፋት ምቀኝነት አዕምሮው ካጨቀ በገዛ ተንኮሉ ሁሌም ከወደቀ ቆሮቆር ፎሮፎር ካፈራ ጭንቅላት ምን ሊጠበቅ ጥሩ ምን ሊጠበቅ እውቀት ፉከራ ቀረርቶ ሁሌ ባዶ ጩኸት ዘረኛ እና ሌቦች ኢትዮጵያን ሲዘርፏት ሁልግዜ ሲተጉ በታትነው ሊያፈርሷት አምላክ ተመልክቶ የህዝቡን ዕንግልት
1766,1766,ابی احمد دشمن اورومو است و این موضوع ثابت شده است. پس از آن، نمی‌توان گفت که ابی از خشونت و کشتاری که انجام می‌دهد بی‌اطلاع است. ابی در واقع دشمن تمام انسان‌هاست، یک بیمار و شیطان خون‌آشام است.,0,1,0,0,0,0,አብይ አህመድ የኦሮሞ ጠላት መሆኑን ከአረጋገጠ ብዙ ቆየከዚህ በህዋላ አብይ እየሰራ ያለውን ጭካኔና ግድያ አላውቅም ማለት አይቻልም አብይ ማለት የሰው ልጅ ሁሉ ጠላት በሽተኛና ደም የጠማው ሰይጣን ነው
1767,1767,عجیب است، من تا وقتی کسی را ندیده‌ام که بمیرد، نمی‌دانم چگونه دفن می‌شود. اگر اینطور باشد، پس چرا به خاک سپرده می‌شوند؟ چه مشکلی وجود دارد؟ ثروتمندان هم همین‌گونه دفن می‌شوند، آیا چنین است؟,0,0,0,1,1,0,የሚገርም ነው እኔ ሰው ሞተ ሲባል እንጅ አይቼ አላውቅም እንዴት እንደሚቀበር ይገርማል ይህማ ከሆነ ምኑን ተቀበረ ያረቢ ምን ጉድ ነው ሀብታሞች እንድህነው የሚቀበሩት አሉ በነሱ
1768,1768,آمین، آمین، خوب، روز خوبی برای همه‌مان باشد.,0,0,1,0,0,0,አሜን አሜን እሺ መልካም ቀን ለሁላችንም
1769,1769,فیلم خیلی خوب است اما کمی حرفه‌ای بودن کم دارد. به عنوان مثال، این گروه از کارآگاهان زن که مجموعه‌ای از کودکان هستند، ایده‌هایی را مطرح می‌کنند که بیشتر شبیه به فریب دادن یک کودک توسط یک بزرگسال است تا بررسی مجرمان. بنابراین، موضوع کمی ساده‌لوحانه است و بهتر بود یا آنها را با افراد بالغ جایگزین کنند یا تحت هدایت فردی باتجربه قرار بگیرند، زیرا کیفیت فیلم به دلیل حضور آنها کاهش می‌یابد. مورد دیگر مربوط به عشق اِلداست که دقیقاً دراماتیک است و احساس واقعی بودن دارد.,0,0,1,0,0,0,ፊልሙ በጣም ጥሩ ነው ግን ትንሽ ፕሮፌሽንነት ይጎለዋል እንደምሳሌ እነዚህ የሴት መርማሪዎች የሆነ የህጻናት ስብስብ ናቸው የሚያነሱት ሀሳብ ሁሉ ወንጀለኛ የሚመረምሩ ሳይሆን ህጻን ልጅ በከረሜላ የሚያታልሉ አይነት ስለዚህ ጉዳዩ ጠጠር ያለ ስለሆነ ወይ እነሱን በአዋቂ ቀይሩ ወይ ጠና ባለ ሰው እንዲመሩ አድርጉ እንጂ በነሱ የተነሳ የፊልሙ ጥራት ይቀንሳል ሌላው የኤልዳ የፍቅር ጉዳይ ነው በትክክል ድራማ ላይ እንዳለች ያስታውቃል እውነተኛውን አለ
1770,1770,یک فرد خوب، تحصیل‌کرده و با اعتماد به نفس که نماینده یک دولت صلح‌طلب است، با آرامش درخواست تظاهرکنندگان مخالف را می‌پذیرد.,0,0,1,0,0,0,በራሱ የሚተማመን የተማረ መልካም ሰው፣በሰላማዊ ሰልፍ የሚወክለውን መንግስት የሚቃወሙ ሰልፈኞችን እንዲህ በጨዋነት ጥያቄያቸውን ተቀብሎ ያስተ
1771,1771,اگر فکر نکنی که کشاورز با سلامتی و استفاده از روش‌های مدرن کشاورزی جایگزین نشود، گرسنگی تو را فرا خواهد گرفت. تاریخ کشورهایی که در جهان پیشرفته هستند را بخوان و بفهم؛ اولویت به کشاورز داده می‌شود، سپس برای محصولات کشاورز انبار و دفتر ساخته می‌شود. برق برای هیچ اتیوپیایی مفید نیست و برای کشور نیز فایده‌ای ندارد. اگر ببینی که چگونه کشاورزان آلمان، هلند و آمریکا توسط دولت‌هایشان حمایت می‌شوند، شگفت‌زده خواهی شد. خانه‌های کشاورزان از ثروتمندان به اصطلاح بهتر است. این عصر تکنولوژی است.,0,0,0,0,0,1,እንዳይመስልህ ገበሬ ሰላም አግኝቶ በዘመናዊ እርሻ ካልተተካ እረኃብ ይበለኃል በአለም ላይ የሰለጠኑት አገራት ታሪክ አንብበህ ተረዳ ቅድሚያ ለገበሬ ከዛ በኃላ ለገበሬው ምርት ማቅረቢያ መጋዘን ቢሮ ይሰራል ባርክ ለማንም ኢትዮጵያዊ አይጠቅምም ለአገርም አይጠቅምም የነጀርመን ገበሬ የሆላንድ ገበሬ የአሜሪካ ገበሬ እንዴት በአገሩ መንግስት እንደሚደገፉ ብታይ ትደነቃለህ የገበሬ መኖሪያ ቄዬ አሉ ከሚባሉት ኃብታሞች ይበልጣል ዘመኑ የቴክኒክኖሎጂ ነው
1772,1772,خیلی باهوش هستی، آتا گفت خدمتکار.,0,1,0,0,0,1,በጣም ባለጌ ነህ አተ ብሎ አገልጋይ
1773,1773,وقتی دهان باز می‌شود، سر دیده می‌شود. گفته می‌شود که آمیاسازنو مانند شما نیست. سقوط اتیوپی غم‌انگیز است. فیلد مارشال ماآرگ با دادن به شما باعث اندوه می‌شود. سقوط اتیوپی در اینجا دیده می‌شود. یک فرمانده بی‌سواد که فاقد آموزش نظامی است، وقتی فیلد نامیده می‌شود، کافران هستند.,0,1,0,1,0,1,አፍ ሲከፈት ጭንቅላት ይታያል ይባላል አምያሳዝነው አንደናንተ አይነቱ ላይ ኢትዮጵያ መውደቁዓ ያሳዝናል ፊልድ ማርሻል ማአረግ ለናነተ በመሰጠቱ ያሳዝናል የኢትዮጵያ ውድቀቷ አዚህ ላይ ይታያል የሚልተሪ ትምህርት የሌለው 10 አለቃ ፊልድ ሲባል አረመኔዎች
1774,1774,ما از تو حمایت نمی‌کنیم زیرا رفتارت نادرست و سطحی است. در آن زمان، امارا رنج کشید، از خانه‌اش بیرون شد، مرد، تبعید شد و ما هیچ کاری برای کمک به او انجام ندادیم.,0,1,0,0,0,1,የማንደግፍህ ትክክለኛ ዘርኛ ውሽታም አጭበርባሪ ስለሆንክ እንጠለሃለን በነተ ግዜ አማራው ተስቃየ ከቤቱ ተባርሩ ሞተ ተስደደ እና ምን አይተን እንደግፈ የሳዝና
1775,1775,هیچ چیز نمی‌خواهد، هیچ چیز نمی‌طلبد، زندگی و مرگ تنها لحظاتی گذرا هستند. برای کسی که چنین می‌اندیشد، چه چیزی می‌توانید به او بدهید؟ به سوی مرگ خودش را تسلیم کرده و با اراده خود آن را پذیرفته است. برای چنین فردی هیچ چیز نمی‌توانید بدهید و هیچ چیز نمی‌توانید از او بگیرید؛ هیچ گونه تفکر گله‌ای یا انفرادی وجود ندارد.,0,1,0,0,0,1,ምንም አይሻም፣ ምንም አይፈልግም፣ መኖርም መሞትም የሰከንዶች ቅጽበት እንደሆነች ለሚያም ምን ልተሰጡት ትሻላልችሁ? ወደ ሞቱን እራሱን አሳልፎ በፈቃዱ መስጠት ለሚሻ ሰው ምንም አትሰጡትም ምንምም አትነሱትም፤ ምንም የመንጋ የድንቁርና ህሳቤም ፭
1776,1776,الله آزاد کرده‌ای که آن را می‌خورد، حتی اگر بخواهد از بین ببرد، چه مشکلی دارد؟ کودکانش را نگاه کن.,0,0,0,1,0,0,አላህ ነፃ የበላችው ያው ነጌ ሊፍጃችውም ቢሆንም ምን ድስታ አላችው ህጻናት እይነድድው
1777,1777,والدین، راه حل دوری از خانه‌های شبانه و مهمانی‌هاست. فرزندانتان را تربیت کنید، در غیر این صورت باز هم شاهد مرگ بسیاری از جوانان خواهیم بود. در داخل باشگاه‌های شبانه شیطان وجود دارد، نه فرشته.,0,0,0,0,0,1,ወላጆች መፍትሔው ከምሽት ጭፈራ ቤቶች መራቅ ነው  ልጆቻችሁን ምከሩ  አለበለዚያ ገና የብዙ ወጣቶችን ሞት እንሰማለን  ናይት ክለብ ውስጥ ሰይጣን እንጂ መልአክ የለም
1778,1778,ارتدوکس بودن نیاز به انتخاب و تلاش دارد. موفق باشی.,0,0,0,0,0,0,ኦርቶዶክስ ለመሆን መመመረጥ መታደል ያስፈልገዋል። መልካም ጭፈራ ይሁንልህ
1779,1779,آساما هستی، یعنی چاق! خب ساکت باش تا بگذرد.,0,1,0,0,0,1,አሳማ ነሽ ሆዳም ማለት ነው!!! እኮ ዝም በይ እስኪ።
1780,1780,درگ اسپان را با وایانه مقایسه کردن تو درست نیست. حداقل درگ برای اتحاد کشور تلاش کرده است.,0,0,0,0,0,1,ደርግ ኢሠፓን ከወያኔ ጋር አመሳስልህ ማቅረብህ ትክክል አይደለም  ቢያንስ ደርግ ለሀገር አንድነት ታግሏል
1781,1781,خداوندا، این بسیار بسیار غم‌انگیز است 😭😭😭🤔😭😭😭. به جایی که رفتیم 🙄🙄🙄📚🧎‍♂️🧎‍♂️🧎‍♂️😭😭😭. خداوندا، ما را نجات بده، ای مسیحا و مسیح.,0,0,0,1,0,0,ጌታ ሆየ በጣም በጣም ያሳዝናል 😭😭😭🤔😭😭😭 ዎደት የሄደናዉ ነው 🙄🙄🙄📚🧎‍♂️🧎‍♂️🧎‍♂️😭😭😭 ዘንድሮ ጌታ ሆይ አድነን ኤግዚዮ ማርና ክርስቶስ
1782,1782,خداوند صبور و قدرتش بزرگ است. به گناهکار نمی‌گوید پاک هستی. خداوند در طوفان و باد شدید راهی دارد، و ابر پایهٔ قدم اوست. دریا را نیز آرام می‌کند.,0,0,0,0,0,0,እግዚአብሔር ትዕግሥተኛ ኃይሉም ታላቅ ነው በደለኛውንም ንጹሕ ነህ አይልም እግዚአብሔር በወጀብና በዐውሎ ነፋስ ውስጥ መንገድ አለው ደመናም የእግሩ ትቢያ ነው።ባሕሩንም ይገሥጻታል
1783,1783,اگر سحر و جادوی ناگهانی بر فرزندت اثر کند، خون فقیران که به صورت اشک پیرمردان درآمده است، مانند سرطان خانواده‌ات را و حتی تو را قبل از مرگ می‌خشکاند و تباه می‌کنی.,0,1,0,0,0,1,የሰራች ሁት ግፍ ድንገት ብታመልጥ ልጅህ ላይ የጠጣች ሁት የደሃ ደም የሽማግሌዎች እንባ ካንሰር ሆኖ ቤተሰብህንም አንተንም ሳትሞት ሸተህ ትበሰብሳለህ
1784,1784,وارادا برای پول، دین را رها نمی‌کنی. وارادا به معنای واقعی کلمه شایسته است، کوئنچا.,0,1,0,0,0,1,ወራዳ ለገንዘብ ብለህ ሃይማኖት አይቀርም ወራዳን ወራዳ ማለት ተገቢ ነው ቁንጫ
1785,1785,کشوری که رهبر آن با خشونت دوستان خود را بدون استثنا کشته و به فکر کشور است، نگران کننده است!!!,0,1,0,0,0,1,የራሱን ጓደኞች ሳይቀር በግፍ የገደለ ስግብግብ የሥልጣን ጥመኛ አገር አለኝ ብሎ ነው ለአገር ያስባል፣ ይጨነቃል የምትይን!!!
1786,1786,بلینکن: خشونت جنسی باعث آوارگی هزاران نفر از خانه‌هایشان شده است، همچنین این خشونت نه به صورت ناگهانی رخ داده و نه نتیجه جنگ معمولی بوده، بلکه به عنوان یک تاکتیک برنامه‌ریزی شده برای هدف قرار دادن یک قوم خاص استفاده شده است.,0,0,0,0,0,1,ብሊንከን የፆታ ጥቃት የብዙ ሺዎች ከቤት ንብረታቸው መፈናቀል እንዲሁ ድንገት የተከሰተ ወይም ተራ የጦርነት ውጤት ሳይሆን ሆን ተብሎና ታስቦበት አንድን ብሄር ኢላማ ያየረገ
1787,1787,متن کامل داستان را نشنیدهام، اما چیزی که مرا متعجب کرد این است که فرد نمیتواند هر عقیدهای را که میخواهد دنبال کند. ایمان یک امر شخصی است و هر کسی خودش میداند چه چیزی او را نجات میدهد. در کارش فقط از خودش سؤال میشود، دیگران چه ارتباطی دارند؟ چرا سکوت نمیکنند؟,0,0,0,0,1,1,ሙሉ ታሪኩን አልሰማሁትም ግን የገረመኝ ሰው የፈለገውን እምነት መከተል አይችልም እምነት እኮ የግል ነው ሁሉም የሚያድነውን እራሱ ያውቃል በስራው የሚጠየቀው እራሱ ነው ሌላው ምን አገባው ለምን ዝም አይሉም
1788,1788,"""ارام باش، آبلو، درباره‌ی ما سکوت کن و به بیرون نگاه کن.""",0,0,0,0,0,0,እረ አቤሎ ስለኛ እስብ ዝም ብለህ የውጩን ተወው
1789,1789,مادر من، تو را از تمام این رنج‌ها و دردها نجات می‌دهی و بار غمت را سبک می‌کنی 💔,0,0,0,1,0,0,እመቤቴ ከዚህ ሁሉ መከራና ስቃይ ታውጣሽ ሸክምሽን ታቅልልልሽ 💔
1790,1790,پلیس در مسکو یک عملیات را علیه باشگاه‌های شبانه همجنس‌گرایان انجام داد.,0,0,0,0,0,0,ፖሊስ በሞስኮ በሚገኙ የተመሳሳይ ጾታ የምሽት ክበቦች ላይ ዘመቻ አካሄደ
1791,1791,"""یا بانو، چگونه زنانی که می‌گویند 'سیمای موچوچو' مرا نمی‌پسندند؟ او گفت: چون خودش روی گونی موچوچو ندارد.""",0,1,0,0,1,0,ወይ ባኖ እንዴ ሴማይ ሙጭጭ የሚሉ ሴቶች አይመቹኝም ብላ አረፈችው እኮ እሱዋ ጉኒ ላይ ሙጭጭ እንዳላለች ሁላ
1792,1792,لطفاً تا فردا یک چالش ترتیب دهیم که هر جوان ارتدوکس کلیسای قیامت را بسازد! لطفاً این کلیسای زیبا را برای عید پاک در شکوهش چه کنیم؟,0,0,0,0,0,0,እስቲ እስከ ነገ አንድ challenge እናዘጋጅ ኦርቶዶክሳዊ ወጣት ሁሉ የትንሳኤውን አዳር ቤተክርስቲያን ያድርግ! እስቲ ይህቺ ውብ ቤተክርስቲያን ለትንሳኤው በማኅሌቷ ምንድነ
1793,1793,جنگ خودمان را چه کسی برای ما تحلیل می‌کند؟,0,0,0,0,0,1,የራሳችንን ጦርነት ማን ይተንተንልን
1794,1794,او فردی است که در حال مخالفت و کار کردن روی یک موضوع مشابه است.,0,1,0,0,0,0,እየተቃወመ ውስጥ ላይ ሚሰራ አስመሳይ ሰው ነው
1795,1795,بله! برهانو جولا نفرت تلخ و عمیق خود را نسبت به امهارا علناً ابراز کرد!,0,1,0,0,0,1,በለው ! ብርሀኑ ጁላ ለአማራ ያለውን መራራ እና ጥልቅ ጥላቻ በአደባባይ ዘረገፈው !
1796,1796,عالمینه، تو یک روزنامه‌نگار متعهد هستی و باید تحلیل بی‌طرفانه ارائه دهی. منظورم این است که مثلاً کسی که از حماس یا دولت اسرائیل حمایت می‌کند، سالم نیست. هر دو طرف باعث رنج مردم مظلوم اسرائیل و فلسطین هستند و در مرگ انسان‌ها شادی می‌کنند. من نمی‌فهمم چگونه کسی می‌تواند از چنین چیزی لذت ببرد. اما تو باید با صدای قوی درباره گناهان آن‌ها در جهان صحبت کنی، به ویژه درباره کودکان، زنان و مردمی که رنج می‌کشند.,0,0,1,0,0,0,አለምነህ አንተ አንጋፋ ጋዜጠኛ ነህ እንደዚህ ለአንተ የሚመኑ ትንታኔ ነዉ ማቅረብ ያለብህ ከወገንተኝነት የፃዳ ማለቴ ነዉ ለምሳሌ ሐማስን ወይም የእስራኤል መንግስት የሚደግፍ ሰዉ ጤነኛ አይደለም ሁለቱም ምስኪኑን የእስራኤልና የፍልስጤም ህዝብ የሚገድሉ ናቸዉ በሰዉ ሞት የሚደሰት በምን እንደ መገልፀዉ አላቅም እንጃ አንተ ግን በተቻለህ በጠን ያለ ሀጥያታቸዉ በአለም ላይ ስለ ሚሰቃዩ ህፃናትና ሴቶች እና ህዝቦች በእኩል እይና ድምፅ እንድትሆናቸ
1797,1797,گاش ابرار تا به حال امید شگفت‌انگیزی در نخبگان الیت داشته است. ایهدیگ، نوعی سرطان که نامش را تغییر داده و مردم را نابود می‌کند، وجود کشور را در خطر قرار داده است.,0,1,0,0,1,1,ጋሽ አብራር እስከ አሁን በብልፅግኒ ኤሊቶች ያሎት ተስፋ የሚገርም ነው። ኢሀዲግ የሚባል ካንሰር ስሙን እየቀያየረ ህዝብ እየፈጀ፣የሀገር ህልውናን አደጋ ላይ እ
1798,1798,متی، اگر فکر کند که تنها با جایگزینی تیگرهای به جای اوروموها بدون تغییر سیستم سنگین تعادل، برای کشور مفید است، یا نژادپرست است یا فردی بی‌اطلاع و ناآگاه. افرادی که پول دارند آشکارا از بانک استفاده می‌کنند در حالی که مردم بر اساس هویتشان مورد تبعیض قرار گرفته و قتل عام می‌شوند. رفتن از آدیس آبابا به نازرت هزینه زندگی را افزایش داده و در کشوری که سیاست نژادی از خانه دولت سرچشمه می‌گیرد، فقر و گرسنگی حکومتی شده است. دولتی که بر سر کار بود خسارات زیادی وارد کرد.,0,0,0,0,0,1,መቲ ከባድ ሚዛን ስርአት ሳይለወጥ ትግሬው በ ኦሮሞ ተረኞች ስለተተካ ብቻ ለሀገር ይበጃል ብሎ የሚያስብ ካለ ወይ ዘረኛ ነው ወይ የለየለት አላዋቂ ነው ባንክ ጠቀም ያለ ገንዘብ ያላቸው ሰዎች በግልፅ እየታገቱ ህዝብ በማንነቱ ተፈርጆ እየተጨፈጨፈ ከ አዲስ አበባ ናዝሬት መሄድ የህይወት ዋጋ በሚያሰከፍልበት እገተታ እና ዝርፊያ መንግስታዊ በሆነበት ሀገር የዘር ፖለቲካ ከ መንግስት ቤት ተጠራረጎ ወጣ ይለናል  የደነበረው መንግስት ብዙ ጥፋት ያደ
1799,1799,سوال دقیق در مورد صلح و دموکراسی از آتو کریستیان تادله پرسیده شد و به زندان منتقل شد. دیگران نیز در دادگاه با سؤالات مختلفی درباره فساد مسئولین مواجه شده‌اند، برخی حتی با اتهامات مرگبار روبرو شده‌اند. در آدیس آبابا بیش از صد هزار نفر از مردم آمهار آواره شده‌اند، بازداشت شده‌اند و مدارس توسط پهپادها بمباران شده‌اند. ثروتمندانی که برای قتل مورد تعقیب قرار گرفته‌اند از کشور فرار کرده‌اند. مقامات آمهار کشته شده‌اند و ارتش آمهار به خیانت و بی‌ایمانی متهم شده است، علاوه بر این درگیری‌های نظامی نیز وجود داشته است.,0,0,0,0,0,1,ትክክል ጥያቄው በሠላማዊ እና በዲሞክራሢ ጥያቄ በአቶ ክርሥቲያን ታደለ ተጠይቆ እሥር ቤት ተወርውሯል ሌሎችም በፍርድ ቤት በተለያየ የብልጽግና ባለሥልጣን ጥያቄ ሢጠየቅ ሞት በድሮን ጥያቄ ሀፐተመልሷል በአዲሥ አበባ ከመቶ ሺህ በላይ አማራ ተፈናቅሎአል ታፍኗል ታሥረዋል ትምህርት ቤቶች በድሮን ተፈጭተዋል ባለሀብቶች ከሀገር ለግድያ ሲፈለጉ ወጥተዋል የአማራ ባለሥልጣኖች ተገድለዋል የአማራ ሠራዊት ክህደት እምነት ማጉደሌም ጭምር በነበረው ጦርነት
1800,1800,مرگ یک راز است، ناگهانی است و بدون قرار قبلی می‌آید. ما زیاد یاد می‌گیریم، زیاد خلق می‌کنیم، زیاد فکر می‌کنیم، اما مرگ همیشه در کنار ماست. ناگهان فرا می‌رسد و ما را به دنیای دیگر می‌برد.,1,0,0,0,0,0,ሞት ሚስጥር ነው ድንገት ነው ከች የሚለው ያለ ቀጠሮ እኛ ብዙ እናልማለን ብዙ እናቅዳለን ብዙ እናስባለን ሞት ግን ሁሌም ከጎናችን ነው ድንገት ከች ይልና ወደ ሌላኛው ዓለም እንጓዛለ
1801,1801,وجود مردم امهاره نیز به خواست خوب اسایاس وابسته است؟,0,0,0,0,0,1,የኣማራ ህዝብ ህልውና ደግሞ በኢሳያስ መልካም ፈቃድ የተመርኮዘ ነው ?
1802,1802,"برای از بین بردن شین، ""نمک بپاشید"" توصیه متخصصی است که در آمریکا و انگلیس جنجال ایجاد کرده است.",0,0,0,0,0,0,ሻይን ለማጣፈጥ ‘ጨው ጣል አድርጉበት’ የሚለው የባለሙያ ምክር በአሜሪካ እና በዩኬ የፈጠረው ውዝግብ
1803,1803,دخترش اما این شوخی را دوست ندارد، او یک دختر مهربان است.,0,0,0,0,0,0,ልጅትዋ ግን ይሄ ፕራንክ አይመጥናትም ጨዋ ልጅ ናት
1804,1804,خشم خدا بر اسرائیل نازل شود,0,1,0,0,0,1,የአላህ ቁጣ በስራኢል ላይ ይውረድ
1805,1805,رسانه‌های ننته همچنان دروغ‌های سفید خود را تکرار می‌کنند. آیا خسته نمی‌شوند؟ آن‌ها پر از گمراهی هستند و شما را به جهنم می‌کشانند.,0,1,0,0,0,0,የነንቴ መሰል media አሁንም ነጭ ውሸት መወሸተቹ መች ይደክማቹሀል እነሱ ሞሉት ሌላ እናንቴ ምትሉት ገሀነም
1806,1806,صبر خداوند بر تو فراوان است. در زندگی، ناگهان بدون آنکه بشکنی، ببین چه می‌شوی و چگونه هستی. در جنگ میان امهارا و تیگرای که برای بقا صورت گرفت، آسیب دیدی.,0,0,0,1,0,0,የእግዚአብሔር ትዕግሥት በዝቶልህ አለህ በህይወት ድንገት ሳትሰባር ምን እየሆንክ እንደሆነ እራስህን እይ በአማራና በህይወት ታጣቂዎች በተደረገው ጦርነት ውስጥ ተጎድ
1807,1807,تو مثل الاغ دده نیستی، بابا. با مردم دده چه کار داری؟,0,1,0,0,0,1,እንዳንተ ደደብ አህያ አይደለም ኣባ። ከደደብ ህዝብ ጋ ምን አለኝ ብሎ ?
1808,1808,متأسفانه، متن ارائه شده به زبان امهری (زبان رسمی اتیوپی) است و نه فارسی. اگر می‌خواهید آن را به فارسی ترجمه کنم، لطفاً متن را به انگلیسی یا زبانی که برای من قابل فهم باشد ارسال کنید تا بتوانم کمک کنم!,0,1,0,0,0,0,ምከሩት ! ስሜታዊ ሆኖ ከመናገር ይቆጠብ ላም ባልዋለበት ኩበት ፍለጋ አባቱን ፋኖ አልገደለውም ከቪትሰ ወጥቶ ወደ ሌላ መኪና ሲወርድ በስናይፐር የገደለው የኦነግ ሰራዊት ነው። ወን
1809,1809,برادرانم، الله شما را به پیروزی می‌رساند. من در کنار شما هستم. اسرائیل مهاجم است و هادی از خانوادهٔ هودی است. الله تو را به پیروزی خواهد رساند. عرب، الله تو را پایین خواهد آورد. اگر خدا بخواهد، سقوط تو اجتناب ناپذیر است. پیروزی برای حماس، پیروزی برای فلسطین. کمک الهی نزدیک است. حتی اگر بمیرید، شجاعت خود را ثابت کرده‌اید. مرگ اجتناب ناپذیر است و شجاعت اسرائیل دروغین است. زنی که در هوا پرواز می‌کند، نشانهٔ پیروزی است. ببینید، هیچ کس مانند اسرائیل ترسو نیست. به اعتقاد من، ترسوها سزاوار مرگ هستند.,0,1,0,1,0,0,ወንድሞቼ አላህ ነስር ያምጣላችሁ ያረብ ወላሂ በድአ ከጎናችሁ ነኝ እስራኢል ወራሪ ከሀዲ የሁድይ ናት አላህ ሽፈት ያከናንብሽ ያረብ አላህ ያዋርድሽ ኢሻአላህ መዋረድሽ አይቀርም ድል ለሀማስ ድል ለፍልስጢን የአላህ ነስር ቅርብ ነው ብትሞቱም ጀግንነታችሁን አስመስክራችጏል ሞት አይቀር የጀግንነት ጥግ እስራኤል ጀግንነቷ ህፆን አዛውንት ሴት በአየር መጨፍጨፍ የሽፈት ጥግ አየው እንደ እስራኤል ፈሪ የለም በኔ እምነት የፈሪ ብትር እ
1810,1810,پنج پنج بر به من دادند تا فیلم عالی بسازم.,0,0,0,0,0,0,አምስት አምስት ብር አዋጡልኝ አሪፍ ፊልም ልስራ ነው
1811,1811,نسل ما با شوخی‌های بی‌ادبانه,0,0,0,0,0,1,የትውልዳችን ዝቅጠት በእርኩሰት ፕራንክ
